delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
628304,212598,25748,62211,9304,2456,683,664
190507,61917,16563,26470,7208,4616,1588,1081
384445,37828,31332,6680,5281,3566,493,310
138701,45219,30286,16040,1386,1470,518,712
265012,126749,103329,59784,17189,6692,2517,1955
817533,198244,5617,81675,3137,1517,568,697
29766,126401,26008,26187,4743,3273,1927,623
409910,137627,19017,69792,24748,3933,570,1191
511468,10690,4176,9230,4607,4269,1348,910
482751,41231,41674,41675,15455,6849,1436,818
49841,45423,1098,1423,3214,1798,639,844
203848,73898,17433,4457,11530,1361,794,629
246203,58025,3245,3538,1664,2222,608,1095
388148,112476,15391,3897,4522,2889,1234,820
32388,74496,33597,41856,6376,918,991,691
60412,30694,14975,11890,3191,875,1329,439
35020,103828,36972,31540,16686,1449,669,526
340640,127123,16052,14182,9577,2660,438,663
334457,169442,5452,11578,8577,1249,700,949
187649,91636,14873,21327,2855,1815,453,546
115883,117359,55979,4283,7267,3463,768,303
115571,45557,15687,27901,8623,2212,910,982
326342,127453,23132,43714,9452,2420,758,852
134590,129071,19190,25906,4667,2147,785,843
258909,146752,8150,10569,2654,2793,992,646
374504,86548,28959,79916,4235,1710,1034,246
603812,138692,7938,30964,4088,2575,541,820
9808,34952,6158,13404,3232,3356,1083,253
275729,47136,5886,12890,3603,2224,1295,681
298103,151928,27651,28320,34424,822,393,528
171786,19218,10363,29195,11509,3754,1286,323
183093,52106,1491,12727,9693,2116,941,622
187929,101796,44276,30617,6997,1538,2056,295
104210,113374,9647,54944,9095,2265,421,635
120769,46173,17778,10467,8387,1327,856,973
324256,52046,15369,14635,11781,1979,675,892
196769,38244,19112,9675,4126,2245,399,648
176545,54358,13431,37307,1748,2977,468,362
225005,28508,15020,54674,6850,4023,649,315
108219,63422,98563,9144,7670,5813,1088,1015
97826,74691,3901,15841,1587,2883,995,324
177127,88741,6877,2418,5584,1965,564,746
38014,115002,22426,11834,26145,1437,960,356
114573,63670,34244,92755,9691,2789,715,1000
286130,47572,36236,4101,3628,2188,834,371
94230,136429,9792,16431,4285,3478,876,558
28622,48045,26798,18742,4467,2875,419,320
32691,20885,26436,9640,5479,2383,645,375
129607,12559,24277,21748,31659,3565,1883,838
139675,112148,9526,27178,5953,1390,447,503
191821,52997,17881,18492,7691,1255,889,1054
95812,54359,43871,29447,6542,1215,1147,671
236241,101313,4679,16679,2737,2028,1148,1029
111481,86755,10340,23815,2783,1599,933,832
583064,112607,11590,33688,9481,1256,983,780
209443,81902,15347,20766,7801,3361,815,515
154663,42004,28612,3699,3256,2528,794,534
75534,27344,11624,82394,7541,1505,687,1290
285762,121893,2639,22296,9868,3478,872,630
131365,103632,45617,40520,5842,3684,1213,580
152595,79855,57336,16158,4787,4875,727,673
292637,52260,19199,13598,2121,2573,1228,690
121084,37937,47040,54453,9321,1985,644,981
146065,41113,16959,15954,7617,2202,1381,905
101384,58293,3594,39984,2967,1924,739,401
296782,114430,29943,38313,7810,1465,777,970
266726,90404,15658,7407,8224,4294,933,1155
31169,77912,7649,12806,6686,4535,854,358
26934,33533,21304,19483,4896,3261,662,916
105379,86929,4885,40009,3025,2042,1655,622
328153,73210,30452,5940,1433,2088,707,493
179140,38114,34970,5695,3319,2566,606,549
388834,42207,3663,13947,3058,2451,825,603
37488,36012,31556,119028,6062,3584,1104,643
133492,71414,15433,5101,5667,2145,552,418
180432,137237,5034,22149,5683,5310,717,809
164651,108650,21269,9194,2950,2471,1311,303
137787,91412,5564,14955,3405,1613,803,584
248031,45035,23594,2704,2300,5787,1307,889
28986,70474,15834,2543,1432,792,701,893
277799,39604,10399,6727,5507,3628,2099,872
110542,9937,22025,9350,4662,1223,893,891
123674,14062,7017,9944,983,1164,240,241
652509,100868,25143,18461,2487,1778,641,632
385401,135809,25395,33750,4466,3075,891,585
102281,78908,18930,2087,4930,1525,769,891
242720,68264,18599,5105,9589,2572,962,458
200217,29133,46449,9154,4984,1711,701,447
252903,71882,30246,10195,14283,4893,1852,1499
155394,47612,33639,26288,4083,2190,783,359
74467,70044,42938,5447,1670,3516,1076,842
118800,166284,6617,827,7355,1859,2177,655
456458,67183,11448,5345,5318,1539,938,1171
241598,13143,74307,121676,21777,2682,139,461
272752,112734,19336,74527,5762,4246,571,286
192400,27229,26325,46575,2928,991,655,723
157028,55148,47479,15968,10292,1844,1203,461
104354,65279,38392,42191,9580,1639,489,1153
134711,30904,15498,10807,7253,1808,456,553
270671,40406,7300,3104,2128,3769,838,863
103414,43409,7157,10945,3717,3410,1068,615
137253,147053,39758,3540,3974,2265,1317,647
104367,73102,7803,24657,4332,1391,1408,1216
141912,112005,57407,6458,6209,1859,1224,517
129269,34895,29383,13497,8466,1702,1301,691
252017,19736,19510,25513,27596,1125,1651,413
99102,26043,32038,117775,10479,1786,501,735
140763,69470,7431,58660,2476,2256,591,446
218412,46969,25795,11930,20007,2969,395,658
258892,133921,2448,12635,6035,3450,1032,1147
182760,50988,5298,8974,1765,3222,1280,916
122891,15714,7560,30913,1618,2848,470,579
234450,74884,11655,10600,3895,969,1279,713
85369,58810,28754,42834,4159,3855,589,185
146267,19706,52220,7084,12855,2109,760,447
712745,117854,49343,28420,4931,2685,940,1007
178741,30242,3697,14022,2868,1211,533,927
118165,18692,26632,4943,4052,3203,1729,488
48265,112500,18326,5010,6150,1608,652,878
106603,105704,29493,51832,13945,2588,770,376
214767,66030,43286,31805,1954,1400,952,429
86136,38882,26866,19977,1591,1476,620,628
65291,12919,13936,11787,2646,1235,534,1180
88940,90485,44291,145701,28145,1541,704,596
65163,43990,28051,25591,2522,2114,275,609
146290,26619,20084,8231,7711,2697,987,289
260808,135439,6216,9072,2964,1391,1287,1200
113055,172335,2737,20662,3759,1336,534,497
330320,109153,19374,44309,19483,1625,3013,1123
148529,69193,44128,35052,7174,1884,1515,1651
73258,19076,11240,11424,2879,665,280,121
182183,90432,65080,27330,6597,2911,920,461
180310,144818,11956,2281,3172,1966,1222,447
100225,56310,14139,18315,4121,2758,873,703
196747,99087,20957,7488,1066,2214,654,737
70334,88815,26060,10852,13701,1174,831,986
150915,22431,4252,4655,1461,1809,1147,634
42573,57191,57592,21258,9352,3189,606,568
81542,53031,11218,14031,4330,2028,1646,1095
585787,123798,6281,13114,4262,1519,1290,492
174044,51471,40580,21761,24231,2032,1068,1191
564609,17469,15038,7086,9798,4325,849,798
424051,166142,39403,16805,28078,3777,1282,1256
233688,108256,33047,35178,4423,5321,1533,927
44194,67536,25989,14495,2572,2690,457,577
97864,128957,22913,7053,3993,3331,1128,709
132296,72885,31970,24662,10145,1848,354,635
51724,63467,4149,10250,3242,2284,800,405
51524,63879,9981,3060,2243,2347,406,763
31937,29700,18324,30017,11818,1509,1270,888
238647,91285,90350,11734,4951,2177,623,709
155988,105539,10682,9184,1568,2683,710,584
643432,165756,20103,18051,21496,3695,1410,1008
123761,8578,16403,2671,1424,1089,390,212
11154,156076,51938,1393,5689,3658,1866,681
381844,265230,36436,58197,30381,2051,670,413
103856,39624,34574,88220,7471,1745,434,592
88035,53938,18750,17472,1292,1607,1479,827
84382,32704,4839,3218,2494,830,574,537
131083,26795,6887,24282,3643,2034,608,1233
331387,16828,17915,4353,8496,1055,1921,655
230690,52456,16040,4354,8506,2265,676,289
307282,46023,58478,7246,17012,1383,1134,606
263184,41594,24108,23475,4126,1812,709,1046
106004,22309,13248,12902,7419,1362,952,900
424387,98138,12096,16132,9561,1434,751,333
1119325,92188,44182,22696,12286,3610,638,696
128510,168874,7054,15035,5200,1415,630,694
86724,121573,93846,52839,20144,5350,401,633
661799,311567,24412,8384,6207,4951,873,761
406553,15107,62724,43346,16641,1459,1006,178
181292,215741,23153,5863,3347,2462,1102,496
391465,468076,12339,12839,2785,2526,607,368
124386,195563,26190,7230,1937,2020,1959,637
66013,67732,31650,22847,4050,2160,468,483
258001,38311,46365,8657,6927,2009,828,1056
385369,87052,83006,39107,10199,3293,469,675
291710,89585,29386,18869,5987,4425,1072,1256
197176,66365,3907,1117,4801,691,751,1060
87867,88535,69427,12983,4427,2109,817,504
73112,47580,4981,36536,7701,3706,993,233
583600,65333,14249,26092,43412,5048,2049,701
167729,44263,44354,111223,4860,3153,1291,486
120347,31123,10174,3060,2130,2071,1146,623
48670,88526,9810,3458,11207,2782,240,885
120788,36192,10001,38732,12274,4187,822,417
233234,141868,26008,9628,7767,4068,728,567
115816,40268,19263,44039,15553,1595,889,594
83395,62217,31225,36395,5661,1809,740,919
148444,27283,13072,5709,3969,5275,1054,991
159621,57393,47235,6154,6840,2083,699,944
126594,99192,32682,19763,11935,2051,1046,583
821057,128628,5722,9582,13001,1618,661,491
177790,144419,32840,22132,14077,3439,1574,572
329997,67973,10746,5228,9028,2252,788,730
95947,23456,18637,10363,6829,1315,671,795
110643,27038,2058,9379,6634,2604,936,643
51146,16072,9860,17366,4737,2485,796,583
111698,36368,2301,7115,3875,3300,516,529
165512,25989,2815,6475,1746,2025,1260,893
551860,124782,4632,6964,4933,2390,1244,735
147966,15724,11955,12004,7810,3014,1383,1043
155526,72007,14124,40735,3226,2142,1150,453
339078,29336,10624,2723,8545,2049,926,542
279697,93481,36369,13358,9625,2241,1342,629
234860,26672,40373,14216,4612,3502,743,1036
105915,39823,14432,1847,2705,2022,1091,270
187253,73086,4446,3318,4226,3848,1978,1800
154073,159902,18810,6464,1269,1728,868,578
308718,30647,16991,14211,2719,1645,1020,864
377477,67491,7543,142770,56223,3100,570,722
131939,104045,39853,34637,7223,2814,952,499
143823,128822,72140,34145,10614,2754,2470,910
87781,32366,36503,28356,2217,3260,510,342
133593,117036,46650,7329,4747,2535,803,392
146220,60839,40863,6851,1894,1506,345,974
123544,57239,60418,82263,5685,2034,816,1689
112260,156844,50505,6008,10288,3936,718,680
129296,178573,11443,13769,6929,1649,487,636
87298,74273,12192,9994,2638,3810,1103,1032
75299,56478,6817,8715,5323,1214,409,362
149371,61196,6653,22036,11779,3742,949,533
288268,93071,15942,4288,2294,1261,627,732
37165,42564,16172,10554,2568,2203,1160,697
51272,32526,1189,18862,9064,3374,792,1006
96794,25710,14441,21474,3360,4501,1377,637
24048,18672,4907,6539,7677,1755,1334,657
99953,136988,5591,6015,5031,2319,1211,946
73243,77379,19182,13040,4249,1026,1955,535
129586,56843,14670,7663,12067,2941,771,222
39299,24606,41544,19139,7624,1526,959,443
232668,12388,8729,36841,3514,5604,987,623
145166,36210,48033,21444,8891,4578,1148,592
364053,19339,21435,3794,2548,631,337,748
41415,66737,27329,9748,15648,3226,482,567
104575,17060,33855,24317,3670,2097,719,592
138606,45862,5602,20613,3693,1648,1054,458
186744,80876,22362,33122,5244,4845,1014,766
177219,89415,34084,9454,3748,5278,1468,641
71722,34613,11438,4178,3308,2649,986,220
60023,12287,41703,9867,9216,3661,700,570
94197,82273,15383,8265,3562,3706,632,728
69454,52770,8370,16470,8081,2644,809,1256
140475,50360,19952,75605,62537,3593,1106,735
52608,66328,15185,31839,7045,3745,1842,1583
202569,72383,8933,10192,4543,1642,1062,1260
267148,60388,48061,12547,5952,2770,734,950
622596,194144,30544,29109,3703,2692,1469,861
325707,71957,19092,23712,5629,1226,379,626
220523,38273,22010,19111,5522,1965,2889,399
123348,107758,3004,25155,7797,4752,253,184
306443,149622,27612,13059,12862,1612,1410,768
87694,143532,15730,9080,1776,2312,904,650
332742,59709,5596,20920,4908,1790,1207,625
40807,81208,40248,5897,10182,1698,902,530
227999,195081,10340,20845,11567,2683,223,532
203332,41469,1743,19472,5860,1802,1162,270
78166,50161,23422,8823,2292,1623,852,998
94897,32454,3524,4568,6893,2253,850,433
70551,57288,35439,6829,3117,1230,377,507
40798,50836,3346,10209,30286,3016,762,505
216896,76450,3277,13642,8014,1212,1041,701
76695,80564,34279,16736,4523,1964,1138,671
227136,132872,56461,9725,31774,2556,3596,878
258780,227761,26074,10630,11330,1183,826,384
116771,88979,22627,7418,3200,1483,621,706
27328,14618,19211,8852,13043,1309,500,558
202105,28636,9239,14958,4537,2002,829,540
88370,122423,5828,31218,4412,2372,626,533
443396,150798,17216,17219,6868,3235,1372,473
161762,78015,9600,71032,5804,1590,575,514
174792,47823,9473,7024,2857,2984,919,626
198093,14234,22241,4636,7210,3530,1502,1150
168261,34086,26563,46575,6141,1743,696,880
119403,54668,10840,12669,3140,3905,1591,1034
160637,113250,30261,1617,7866,1968,2041,402
822828,155088,26283,4834,4245,3360,2585,1250
254612,60712,25851,6335,11152,8487,2440,600
250014,88132,1195,6166,6066,2144,1751,587
36883,46135,11326,5064,25245,4352,1232,1256
31728,151166,17816,1821,2294,3299,1099,1074
376394,81589,21486,47232,16945,1558,734,1096
203484,86221,25066,14666,3259,3528,536,759
249224,24757,7362,4252,8232,1799,1332,477
491229,178377,17254,19537,8316,2174,778,854
123933,250215,35157,26924,5345,4161,720,564
318198,115727,11671,52363,28748,2527,965,1034
309166,65431,4531,3258,5910,1369,617,436
267472,92588,27477,47504,24707,6078,495,1357
639103,160941,21510,16942,13499,4529,2558,1545
99374,45766,2515,31701,6025,1391,1565,530
331208,71989,5363,14490,4497,1049,1082,309
96667,25786,11147,20982,8030,1865,496,709
80309,115694,19164,9757,8605,2835,1029,313
49138,40216,12907,21837,462,1672,548,461
93344,58852,9229,2701,2107,4049,512,1101
65218,68707,33944,9648,1882,1151,275,561
85436,68420,23516,8374,2067,2892,1354,924
76796,83982,41558,2697,1232,839,666,642
41212,33848,5574,6452,5895,2473,683,763
47292,9703,14232,9905,3411,1172,1813,530
169534,54090,8852,14098,5824,2205,629,581
165843,14739,7875,5564,3579,1339,942,1543
80780,77950,33149,28247,2805,2140,1293,418
57116,80467,13368,6650,1801,1874,1362,385
35529,88590,7873,43671,22893,2076,876,287
15387,9643,73498,29964,8721,3317,1640,979
119531,33074,11256,14030,6705,1495,384,522
435415,75943,26712,8323,2971,1590,778,526
289013,62326,36582,17153,12477,2861,717,767
242614,108652,28227,19987,5515,3015,683,894
254673,113055,27271,6075,3707,2571,905,729
252393,37960,13561,5244,11048,1650,900,335
180971,45259,22360,60380,55560,3613,833,609
322865,70760,9820,52588,35046,2777,1225,1199
40076,32392,4362,3967,928,1209,739,995
323986,32613,26352,49819,15573,1979,834,1025
304873,197015,5223,8007,2382,1791,825,599
146193,96809,12534,8064,5516,3011,370,564
76147,19206,10697,5899,7096,1862,776,480
102028,119506,22881,16939,4874,2315,535,366
204699,110197,12827,3530,19814,2016,854,909
172431,79114,6682,17146,3181,1757,1174,487
61521,18808,11675,8193,9301,972,805,985
19511,46569,9551,23124,15063,2813,1089,579
41311,77945,60552,20528,6927,1553,690,530
95779,135557,22190,50760,7805,3768,1224,349
239907,106597,26040,24217,3741,1858,1143,401
155434,59017,10827,26404,13677,3586,1050,307
110323,46158,61323,33341,2970,2095,1018,1406
213605,181245,30644,9670,4529,2124,684,628
85020,20870,996,27625,4290,400,199,210
184340,114887,37123,18333,2292,3353,1475,448
146048,27635,6011,9968,2064,3290,929,542
521976,35052,13397,14986,6371,1227,599,563
102301,111695,43730,84940,50018,2769,475,550
400752,127522,7625,5481,3245,1814,1085,995
171647,102086,17886,20068,49650,1719,608,529
90886,113009,5451,33230,22582,2291,1467,704
102887,15898,21881,6502,2428,3704,603,583
96595,62790,11053,16658,6744,3004,670,739
284228,27534,28121,16815,39707,2649,1669,611
70015,67992,6782,60315,44203,833,1817,583
529499,90386,27777,4582,6898,2340,877,744
73690,76858,36758,32300,14526,1773,653,317
520590,128058,9751,13250,18843,5195,909,929
334326,98471,36965,7870,4146,3902,630,528
84150,27970,3704,18067,1844,688,225,208
56944,140725,788,30187,14145,1380,578,725
937649,122071,12199,37528,3479,1708,776,456
141545,140960,98712,50541,25579,4877,1814,1023
387926,118342,25937,18413,16598,1890,1131,818
101062,273171,32275,9079,6132,2480,1102,912
414886,26132,9154,3852,2231,929,185,174
240693,45739,25282,8964,10707,1765,844,728
589733,62372,44126,10338,2946,3095,698,645
200075,79924,4863,23152,5362,2604,746,395
37062,41088,11247,9105,1802,1773,660,757
329174,91850,6795,18132,10467,4926,880,595
459118,135885,27042,35019,7265,4009,1594,511
1222239,47757,29992,9348,26790,9910,10160,8814
628784,196700,6665,82553,28253,20769,25189,18380
67748,9866,3116,868,920,1261,1755,1280
194405,56647,2123,3239,4955,2486,1857,1580
835577,55070,27778,15041,8581,6461,4377,5622
171266,142656,1498,614,2842,2347,1411,3035
978819,547676,94913,194255,78134,89812,165300,82790
791794,75957,78037,31150,14446,17335,13974,45420
610690,47343,13728,19232,202992,50371,27430,44738
81827,8807,846,5071,2094,1974,3051,2497
1518392,310005,121469,134058,50439,60593,52915,23647
1370196,271491,47164,56621,62978,26543,23400,55773
2448468,394838,173308,36453,61189,61491,36579,98789
432139,605965,121673,106894,75127,38600,77209,80484
1146912,610240,110949,52697,63357,24832,6854,13603
40604,46748,9457,10931,6046,3943,1752,4152
597001,549387,106467,33925,75276,28345,45611,43268
417509,31083,3366,3830,1711,1737,2773,2993
646720,257709,8053,21477,21929,17962,8198,10413
117523,93411,15054,3746,6370,3574,6642,6421
71271,52743,8264,12164,25870,8507,4491,6775
21687,26902,14977,14333,6783,10009,5334,2145
59520,26280,23369,26976,8638,5322,3598,3723
11339,23820,7910,14717,7423,5349,4191,2423
34823,11446,14033,6172,4643,4720,3727,2286
62280,50029,23452,32955,12745,8112,6646,3089
602279,85034,58694,23807,30347,8754,6939,8534
243819,64725,4428,9166,31087,6055,9648,8019
87172,53468,17107,26168,20075,8562,5653,5771
1337,11202,14544,26840,10402,7334,5083,2508
15752,31483,8585,11329,6428,5303,10179,4374
98709,28302,5874,5085,5568,5079,1725,3557
21144,15051,21010,5183,14314,3477,2561,1404
51636,11929,12385,10019,9784,4828,3001,1457
49507,18414,1512,10659,4315,2882,2791,2678
16077,27338,9614,10016,7876,5952,2423,8163
14330,22014,16105,12145,2848,4671,2814,1213
460698,39933,13195,13259,2345,9767,1598,1287
69377,19057,14195,70827,13283,4061,2911,3174
36723,21493,13669,3046,9324,6073,3161,2657
45184,43906,4161,11368,2646,8113,2207,2277
79789,19536,12808,5416,2212,4781,2910,1622
25493,23713,7634,9407,2326,4203,1498,1398
27740,16771,5050,8889,4819,2428,1244,1894
29958,10308,9747,13966,5099,3117,1659,1263
30966,30582,16882,15651,10379,2847,2941,3970
93900,39996,31728,12237,3965,6963,2319,864
7529,23906,8984,74623,4747,4441,2394,3309
29660,46627,14161,9984,9585,5986,3848,1964
419996,8939,4089,12924,13038,1262,800,580
38349,93189,22746,62393,6922,3616,3870,2284
37723,27093,692,6326,4029,4445,2208,6136
85705,27354,12993,8039,6511,3435,2544,1980
25826,16401,10951,53081,19101,5051,2221,2179
31183,5050,3498,31778,7850,3145,2345,2376
58879,10621,3828,10147,4580,3765,3624,2220
28949,19161,20066,47034,37877,6261,2129,3267
144575,27953,2023,14367,10705,3676,3214,3512
102413,38999,25249,1992,2819,8075,2960,3339
29272,19202,43835,6504,6751,2853,2629,2304
14886,12090,27040,37208,25797,5368,2049,1943
80898,16651,11809,16579,11903,3390,1941,1640
12135,43388,1216,4632,4443,7521,2854,1875
21771,16872,9550,5878,5494,2739,2591,1651
117900,53408,10202,5096,13145,4822,3659,3416
44005,10787,20009,14319,27113,2455,5418,3060
48320,36989,5255,14242,5330,4783,3547,1550
15239,50128,9930,7443,10798,9159,1607,2110
14453,47020,17949,16245,6070,6260,2051,1639
14591,20156,8248,2299,6739,2686,1265,2162
41865,24459,5490,32716,10373,7359,4013,1355
23622,18206,7907,178186,10097,3911,961,2607
79210,61133,12823,5737,6663,5187,1284,2071
188976,22419,7022,10906,18958,7729,3453,1261
163752,92059,51857,47978,9307,8236,2774,2117
3105,61906,7248,21755,2853,2401,3042,2383
31148,44584,9669,6490,3213,2950,1916,1482
125816,47759,148518,37126,11962,5879,2369,1491
38841,31075,4168,89771,3121,3224,3249,1918
186460,19610,26696,43304,3136,3074,3712,2251
6810,6410,2025,7303,4735,5815,2415,1557
50448,17694,18423,20958,6088,5565,4047,1962
50881,16731,1426,6220,9677,2157,2819,1955
68376,21842,21969,4455,5658,7667,2542,830
18340,15095,1207,45719,23507,7043,2157,2488
29574,10972,6564,4949,4047,3643,3863,2736
16946,42253,2479,11668,7583,2923,4011,2096
15587,19537,1067,6803,3494,1770,1722,1538
12561,68704,12196,4494,6087,5327,1761,1884
12051,29648,11041,8362,5461,2786,1261,1356
4598,13478,23009,3780,18016,4195,1285,2367
12241,22549,29645,6587,10147,3690,2567,991
9540,24908,27935,92724,5147,5406,4175,1835
18333,28781,11059,59990,13850,6859,1130,1484
4714,56191,35023,83943,5756,8484,2609,2018
67420,37398,2956,17714,4988,2881,2947,1442
75691,95280,59563,22620,3936,8877,1299,1869
31674,112927,4231,1793,5288,4949,1825,3353
7942,27207,1825,2544,7026,5431,1414,2505
9214,26782,5402,10001,23318,3874,2125,557
150275,22911,15892,15443,21946,4073,1681,1600
18786,24968,43720,8341,7310,3632,1525,1146
9845,42351,3699,2534,5189,4719,2467,960
24735,12051,17430,9621,10216,8717,1999,1000
51773,97157,36204,197883,27910,4041,1193,1360
37507,53162,28551,32689,7702,2984,1653,2580
56758,40883,18622,9849,7548,5597,930,1233
6821,39221,91962,20300,10848,3086,1553,1337
14942,36872,22357,11668,9237,5943,1480,653
31937,115800,13888,19432,11506,3405,914,1017
37656,39288,16443,19859,4204,14758,2399,1552
16919,41288,37908,58504,8911,8060,5115,2806
16676,51160,6566,46758,5431,4962,1215,1094
508932,57188,19508,155370,11894,10377,2248,980
17597,21702,12744,12170,5828,3470,1539,1768
35298,25977,2036,2709,3488,2738,703,1205
13483,9734,5360,6945,5680,2865,4533,715
30283,17609,11971,7348,10134,6820,1516,1907
10549,19768,41763,7527,6095,3244,2590,1528
33823,13569,10660,20810,7714,2592,884,3595
65006,30492,101616,75236,42158,4144,2064,2048
37739,41423,29404,16170,9826,4959,1647,1458
38950,9812,12687,10810,6398,4411,3345,823
185741,46987,11776,17230,5657,5334,1291,2141
7200,17401,20723,39741,13395,1846,1659,1313
12317,23572,17044,27110,5707,3067,1099,1635
12080,16882,12981,33159,6210,2755,2827,1111
15603,37834,23475,8629,9386,4271,1414,1191
127810,26285,15245,20742,4452,1611,555,263
44509,36322,10357,17620,5832,7638,2056,879
65082,11198,3513,17740,3104,4356,2844,1413
10925,42584,4546,17251,6414,3426,1645,1027
42726,17304,4663,2886,5177,3178,933,2179
11171,44332,33496,45651,5169,3503,3043,2190
63269,11216,45705,10588,4330,4096,2195,1792
31138,30633,18743,13250,9380,3987,2696,2077
12841,8360,16509,9508,7836,4579,1781,1105
22433,66925,12895,25567,6159,11566,1560,1537
30884,31548,67722,17103,4404,8133,3121,1508
62663,24978,11088,4513,9272,4117,1107,1954
83046,168708,9458,13010,11447,1577,2911,1579
4547,33380,23212,30903,6943,3235,2358,1351
84803,23752,4733,2905,4954,6236,2668,1026
13778,12361,10158,10489,4194,2847,1305,1183
9188,32242,5847,4227,3487,4348,2196,1669
31800,40406,15965,6664,18294,3844,1838,1241
17510,7546,9503,11611,6681,3280,1134,1565
40227,71108,5416,2779,6140,5451,1483,883
2823,14490,19274,4592,7374,3268,1554,698
36850,11113,11922,6680,11157,3321,3051,1452
38264,50243,46823,11848,11954,2329,964,1855
28272,40795,2528,21061,8944,2773,2343,781
18434,28611,49256,42147,4455,3839,2279,2722
30659,11751,20686,12506,3881,4397,2702,1914
34899,36206,2251,12829,5723,3288,3043,3445
23953,56473,11155,5828,7122,3757,2223,1125
18356,26161,6782,43200,4880,4546,1939,1349
13568,23780,39762,24796,11037,2387,1388,1435
8324,3324,4079,22818,7797,3048,1680,1067
76943,35815,22777,10735,2863,5900,1888,460
19068,27765,2290,5070,8105,4200,2600,954
10580,76538,5828,174081,15798,4828,2176,1468
42141,16744,81126,19785,14626,6007,2010,846
74204,55695,13081,5517,6550,4186,1826,1874
20786,42969,22674,10830,5793,4630,1891,817
9590,37888,14309,17432,6893,6007,796,1310
37392,76164,46838,74195,7221,8686,2604,2960
48634,13975,13322,31223,2202,7678,795,922
157587,100545,15714,8893,8201,4065,1800,938
84097,28862,13176,3860,7079,3146,924,506
51433,67624,6977,19856,25067,4700,3161,1845
33506,49758,39292,33460,4369,4793,1435,1022
78363,29214,29154,22657,15134,3683,769,1234
218023,84056,32055,13716,5724,3681,1263,981
36668,21275,9497,68827,4534,8746,2079,737
55377,52376,18678,19583,4542,6461,2496,650
84423,92928,16030,5670,8212,3527,923,1258
10793,26422,12647,9096,5077,2140,726,1366
35367,13091,30819,8170,2533,2825,2009,1652
23199,21030,2689,7717,5842,5425,810,911
19191,20102,9512,11698,4168,2921,1576,843
4110,26507,8458,11814,4599,3509,1589,574
21217,51415,3478,176710,58187,1551,2780,1091
25351,33099,15658,27348,11810,5032,2454,1027
114870,40459,12739,3249,16005,6472,2129,2589
83441,56328,1262,6976,10199,3233,1045,1032
21633,22697,21207,9365,4392,4369,925,1496
19137,9474,2163,7463,7819,3476,1121,1323
14976,37627,17438,8740,3629,6797,983,578
145708,40597,318,11946,13710,2662,1866,2773
52075,21352,8270,10375,2465,2077,2650,1504
150002,80576,29760,85020,49276,4864,1194,1537
80676,60249,25479,92770,12413,3569,1278,988
47418,28099,21715,19355,2940,3534,1629,1050
93079,30191,12283,10058,5227,1809,1351,1570
767,15131,10802,22657,5704,3778,2639,2909
88569,22482,19410,12595,6558,3251,2741,1054
33903,48935,8863,2465,10232,1789,1987,642
25504,15617,1369,14860,13079,2601,474,750
105642,35727,10787,11748,7551,4218,1333,1168
5253,85138,1307,16697,18915,5930,2280,1514
1332233,106058,16786,32550,25916,21345,10358,8825
892765,181285,71040,155147,31016,13593,2967,1703
160621,57782,56238,61648,13765,8067,1329,805
249324,185030,24807,201035,20462,4529,1332,2238
171584,21807,10554,13262,8869,3157,1024,650
517773,123374,30983,125954,30931,5935,4336,2124
601844,97676,72043,36550,23351,11054,3709,1834
1095395,166385,18896,24050,48336,30562,14471,7613
1055395,43198,9330,31879,10490,10730,17502,7890
213281,137000,67777,34327,27933,7842,13018,7370
2241696,94914,10659,3875,25159,5605,2811,6357
174883,46750,10391,6333,15911,2893,12199,5007
456653,97046,25384,16320,15346,5655,12275,8778
1948381,130240,95186,13743,39674,30524,15596,12574
708962,105476,33201,32431,13440,8741,10447,12783
270210,157995,48398,19239,17903,9684,2378,9376
1080354,863775,83827,83169,72702,100377,49047,32437
149010,72027,11500,5234,4280,17238,4007,10833
792154,80254,7265,22089,9105,12169,7912,3753
219766,131153,61200,33719,23920,9619,8278,13014
370710,147652,13778,21963,3227,3262,5105,1879
107020,85806,2841,8595,1757,2383,4320,2735
328034,101273,34240,7041,10367,14369,9038,13155
76377,5330,3428,2728,1866,1250,1264,634
753584,75977,15313,17312,8326,6684,7743,4289
681458,45855,17300,6127,8992,4216,11124,4020
456485,92079,12483,15187,20556,10363,10909,8030
11576,52505,15796,6390,11542,15020,4597,2258
62728,41392,6599,2372,4158,6266,4362,3220
41735,12667,6823,2915,4569,6245,1875,2391
28096,51510,5683,18023,6305,2478,4821,5047
4580,13817,2443,2838,2135,1512,578,765
24327,34698,4976,5193,925,3760,4341,2631
13416,19631,144,4388,2817,4155,2624,1430
1411,9305,15089,4136,1288,3055,1415,1742
18013,17783,3912,4539,11447,2445,2743,1388
38868,31539,994,21471,8098,2187,1529,441
15868,43928,53321,43495,4878,2494,2421,702
47827,28881,6014,21640,4238,4576,797,1274
7526,19023,10635,11450,1420,4518,1301,641
21993,53121,9291,11110,2121,4043,1031,436
134124,109209,2823,69567,80823,16032,1642,1870
640060,102021,95840,169476,19559,5757,5392,2007
731121,51445,3416,3647,10922,2541,3440,1046
1471046,223258,57873,53434,57428,34754,5745,7119
2364031,42224,166202,106625,21948,13148,11349,6002
